epoch,eval_loss,step,train_loss
0.0,1.3270000219345093,40,1.406000018119812
1.0,1.305999994277954,81,1.3919999599456787
2.0,1.3109999895095825,122,1.36899995803833
3.0,1.3029999732971191,163,1.3480000495910645
4.0,1.3109999895095825,204,1.343999981880188
5.0,1.3029999732971191,245,1.315999984741211
6.0,1.3339999914169312,286,1.312999963760376
7.0,1.3289999961853027,327,1.2899999618530273
8.0,1.2979999780654907,368,1.2829999923706055
9.0,1.3140000104904175,409,1.2589999437332153
10.0,1.3140000104904175,450,1.2610000371932983
11.0,1.309000015258789,491,1.246000051498413
12.0,1.309999942779541,532,1.2289999723434448
13.0,1.3079999685287476,573,1.2330000400543213
14.0,1.3270000219345093,614,1.222000002861023
15.0,1.3339999914169312,655,1.2020000219345093
16.0,1.312000036239624,696,1.194000005722046
17.0,1.3270000219345093,737,1.2009999752044678
18.0,1.3639999628067017,778,1.1759999990463257
19.0,1.3170000314712524,819,1.184999942779541
20.0,1.319000005722046,860,1.1690000295639038
21.0,1.2910000085830688,901,1.1699999570846558
22.0,1.2860000133514404,942,1.1549999713897705
23.0,1.3990000486373901,983,1.1679999828338623
24.0,1.3639999628067017,1024,1.1469999551773071
25.0,1.3140000104904175,1065,1.1480000019073486
26.0,1.3259999752044678,1106,1.13100004196167
27.0,1.2799999713897705,1147,1.1239999532699585
28.0,1.3359999656677246,1188,1.1299999952316284
29.0,1.3600000143051147,1229,1.1119999885559082
30.0,1.3660000562667847,1270,1.11899995803833
31.0,1.309000015258789,1311,1.1030000448226929
32.0,1.3229999542236328,1352,1.11899995803833
33.0,1.2799999713897705,1393,1.1109999418258667
34.0,1.2990000247955322,1434,1.0839999914169312
35.0,1.309999942779541,1475,1.1069999933242798
36.0,1.3109999895095825,1516,1.0880000591278076
37.0,1.3070000410079956,1557,1.093999981880188
38.0,1.2990000247955322,1598,1.0779999494552612
39.0,1.246000051498413,1639,1.0670000314712524
40.0,1.2549999952316284,1680,1.0440000295639038
41.0,1.2640000581741333,1721,1.0549999475479126
42.0,1.3049999475479126,1762,1.0529999732971191
43.0,1.253999948501587,1803,1.0369999408721924
44.0,1.2680000066757202,1844,1.0410000085830688
45.0,1.2230000495910645,1885,1.0399999618530273
46.0,1.2710000276565552,1926,1.0460000038146973
47.0,1.2239999771118164,1967,1.0579999685287476
48.0,1.2519999742507935,2008,1.034999966621399
49.0,1.2589999437332153,2049,1.0130000114440918
50.0,1.3179999589920044,2090,0.996999979019165
51.0,1.2899999618530273,2131,1.0069999694824219
52.0,1.1970000267028809,2172,0.9750000238418579
53.0,1.253000020980835,2213,1.0010000467300415
54.0,1.281000018119812,2254,0.9850000143051147
55.0,1.1820000410079956,2295,0.9760000109672546
56.0,1.2549999952316284,2336,0.9620000123977661
57.0,1.1890000104904175,2377,0.9760000109672546
58.0,1.2029999494552612,2418,0.9610000252723694
59.0,1.246999979019165,2459,0.9570000171661377
60.0,1.2079999446868896,2500,0.949999988079071
61.0,1.149999976158142,2541,0.9679999947547913
62.0,1.1720000505447388,2582,0.9629999995231628
63.0,1.156000018119812,2623,0.9409999847412109
64.0,1.149999976158142,2664,0.9359999895095825
65.0,1.1690000295639038,2705,0.8980000019073486
66.0,1.2699999809265137,2746,0.8949999809265137
67.0,1.1579999923706055,2787,0.8999999761581421
68.0,1.1799999475479126,2828,0.9010000228881836
69.0,1.1859999895095825,2869,0.8820000290870667
70.0,1.194000005722046,2910,0.8949999809265137
71.0,1.1369999647140503,2951,0.902999997138977
72.0,1.1749999523162842,2992,0.8740000128746033
73.0,1.152999997138977,3033,0.8690000176429749
74.0,1.1619999408721924,3074,0.8700000047683716
75.0,1.1990000009536743,3115,0.8659999966621399
76.0,1.225000023841858,3156,0.8460000157356262
77.0,1.222000002861023,3197,0.8410000205039978
78.0,1.3200000524520874,3238,0.8339999914169312
79.0,1.2549999952316284,3279,0.843999981880188
80.0,1.1430000066757202,3320,0.8259999752044678
81.0,1.2009999752044678,3361,0.8479999899864197
82.0,1.1519999504089355,3402,0.8349999785423279
83.0,1.2289999723434448,3443,0.8149999976158142
84.0,1.1759999990463257,3484,0.8240000009536743
85.0,1.2730000019073486,3525,0.8050000071525574
86.0,1.2400000095367432,3566,0.7929999828338623
87.0,1.253999948501587,3607,0.7910000085830688
88.0,1.2879999876022339,3648,0.8050000071525574
89.0,1.3020000457763672,3689,0.7879999876022339
90.0,1.25,3730,0.7979999780654907
91.0,1.2170000076293945,3771,0.7889999747276306
92.0,1.218999981880188,3812,0.7739999890327454
93.0,1.2970000505447388,3853,0.7609999775886536
94.0,1.3660000562667847,3894,0.7429999709129333
95.0,1.2599999904632568,3935,0.7620000243186951
96.0,1.3339999914169312,3976,0.734000027179718
97.0,1.3509999513626099,4017,0.765999972820282
98.0,1.2999999523162842,4058,0.753000020980835
99.0,1.190999984741211,4099,0.7929999828338623
100.0,1.315999984741211,4140,0.7570000290870667
101.0,1.3140000104904175,4181,0.7360000014305115
102.0,1.3519999980926514,4222,0.7319999933242798
103.0,1.3229999542236328,4263,0.7480000257492065
104.0,1.2480000257492065,4304,0.7300000190734863
105.0,1.2680000066757202,4345,0.7059999704360962
106.0,1.3619999885559082,4386,0.7210000157356262
107.0,1.2869999408721924,4427,0.7250000238418579
108.0,1.277999997138977,4468,0.7139999866485596
109.0,1.3350000381469727,4509,0.7020000219345093
110.0,1.2640000581741333,4550,0.7179999947547913
111.0,1.2869999408721924,4591,0.6819999814033508
112.0,1.218999981880188,4632,0.7120000123977661
113.0,1.2929999828338623,4673,0.7020000219345093
114.0,1.2799999713897705,4714,0.7110000252723694
115.0,1.2580000162124634,4755,0.6980000138282776
116.0,1.3550000190734863,4796,0.6819999814033508
117.0,1.2339999675750732,4837,0.6819999814033508
118.0,1.2389999628067017,4878,0.6970000267028809
119.0,1.3140000104904175,4919,0.6880000233650208
120.0,1.2730000019073486,4960,0.6499999761581421
121.0,1.2970000505447388,5001,0.6859999895095825
122.0,1.2920000553131104,5042,0.6690000295639038
123.0,1.3350000381469727,5083,0.6639999747276306
124.0,1.3070000410079956,5124,0.6380000114440918
125.0,1.350000023841858,5165,0.6819999814033508
126.0,1.4670000076293945,5206,0.6790000200271606
127.0,1.4129999876022339,5247,0.6470000147819519
128.0,1.4210000038146973,5288,0.628000020980835
129.0,1.3700000047683716,5329,0.6499999761581421
130.0,1.402999997138977,5370,0.6460000276565552
131.0,1.319000005722046,5411,0.6420000195503235
132.0,1.4040000438690186,5452,0.6169999837875366
133.0,1.3459999561309814,5493,0.6320000290870667
134.0,1.4780000448226929,5534,0.6119999885559082
135.0,1.343000054359436,5575,0.6549999713897705
136.0,1.3890000581741333,5616,0.628000020980835
137.0,1.434000015258789,5657,0.6370000243186951
138.0,1.399999976158142,5698,0.6010000109672546
139.0,1.4390000104904175,5739,0.6060000061988831
140.0,1.4470000267028809,5780,0.5960000157356262
141.0,1.4709999561309814,5821,0.6140000224113464
142.0,1.437000036239624,5862,0.5929999947547913
143.0,1.3609999418258667,5903,0.6019999980926514
144.0,1.3049999475479126,5944,0.6579999923706055
145.0,1.4220000505447388,5985,0.6129999756813049
146.0,1.5490000247955322,6026,0.5600000023841858
147.0,1.5,6067,0.6110000014305115
148.0,1.4279999732971191,6108,0.6230000257492065
149.0,1.3969999551773071,6149,0.6269999742507935
150.0,1.4149999618530273,6190,0.5669999718666077
151.0,1.3869999647140503,6231,0.6060000061988831
152.0,1.3480000495910645,6272,0.6079999804496765
153.0,1.4850000143051147,6313,0.5889999866485596
154.0,1.3580000400543213,6354,0.5669999718666077
155.0,1.38100004196167,6395,0.5659999847412109
156.0,1.402999997138977,6436,0.5879999995231628
157.0,1.434999942779541,6477,0.5920000076293945
158.0,1.3660000562667847,6518,0.5680000185966492
159.0,1.4170000553131104,6559,0.5619999766349792
160.0,1.468999981880188,6600,0.5519999861717224
161.0,1.3619999885559082,6641,0.5490000247955322
162.0,1.5260000228881836,6682,0.550000011920929
163.0,1.3509999513626099,6723,0.574999988079071
164.0,1.3559999465942383,6764,0.5870000123977661
165.0,1.5119999647140503,6805,0.5720000267028809
166.0,1.3619999885559082,6846,0.5299999713897705
167.0,1.5529999732971191,6887,0.5339999794960022
168.0,1.4589999914169312,6928,0.531000018119812
169.0,1.4730000495910645,6969,0.5569999814033508
170.0,1.3320000171661377,7010,0.5479999780654907
171.0,1.3509999513626099,7051,0.5379999876022339
172.0,1.4700000286102295,7092,0.5320000052452087
