epoch,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,0.6840000152587891,7,-1.0,-1.0,0.8859999775886536,0.5199999809265137
1.0,0.7360000014305115,15,-1.0,-1.0,0.4390000104904175,0.5199999809265137
2.0,0.824999988079071,23,-1.0,-1.0,0.5849999785423279,0.6399999856948853
3.0,1.065000057220459,31,-1.0,-1.0,0.210999995470047,0.5600000023841858
4.0,1.2669999599456787,39,-1.0,-1.0,0.1770000010728836,0.5600000023841858
5.0,1.2120000123977661,47,-1.0,-1.0,0.10199999809265137,0.6000000238418579
6.0,1.2569999694824219,55,-1.0,-1.0,0.04100000113248825,0.6000000238418579
7.0,1.3079999685287476,63,-1.0,-1.0,0.039000000804662704,0.6399999856948853
8.0,1.3799999952316284,71,-1.0,-1.0,0.0430000014603138,0.6800000071525574
9.0,1.3650000095367432,79,-1.0,-1.0,0.03799999877810478,0.6399999856948853
10.0,1.4739999771118164,87,-1.0,-1.0,0.01600000075995922,0.6399999856948853
11.0,1.4149999618530273,95,-1.0,-1.0,0.00800000037997961,0.6800000071525574
12.0,1.3480000495910645,103,-1.0,-1.0,0.02199999988079071,0.6800000071525574
13.0,1.746999979019165,111,-1.0,-1.0,0.027000000700354576,0.6800000071525574
14.0,1.934000015258789,119,-1.0,-1.0,0.04600000008940697,0.6800000071525574
15.0,1.6399999856948853,127,-1.0,-1.0,0.00800000037997961,0.6399999856948853
16.0,2.130000114440918,135,-1.0,-1.0,0.027000000700354576,0.6800000071525574
17.0,1.8960000276565552,143,-1.0,-1.0,0.06599999964237213,0.6800000071525574
18.0,1.5199999809265137,151,-1.0,-1.0,0.0020000000949949026,0.6399999856948853
19.0,2.134000062942505,159,-1.0,-1.0,0.13300000131130219,0.6000000238418579
20.0,1.184999942779541,167,-1.0,-1.0,0.0820000022649765,0.7200000286102295
21.0,1.472000002861023,175,-1.0,-1.0,0.054999999701976776,0.6399999856948853
22.0,1.7869999408721924,183,-1.0,-1.0,0.07100000232458115,0.6000000238418579
23.0,1.434999942779541,191,-1.0,-1.0,0.007000000216066837,0.7200000286102295
24.0,1.8240000009536743,199,-1.0,-1.0,0.04100000113248825,0.6399999856948853
25.0,2.6029999256134033,207,-1.0,-1.0,0.03200000151991844,0.6000000238418579
26.0,2.0339999198913574,215,-1.0,-1.0,0.03200000151991844,0.6800000071525574
27.0,1.809999942779541,223,-1.0,-1.0,0.00800000037997961,0.7200000286102295
28.0,1.878999948501587,231,-1.0,-1.0,0.02500000037252903,0.6800000071525574
29.0,2.1089999675750732,239,-1.0,-1.0,0.006000000052154064,0.7200000286102295
30.0,1.812999963760376,247,-1.0,0.9729999899864197,0.04100000113248825,0.7599999904632568
