epoch,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,0.7710000276565552,7,-1.0,-1.0,0.9919999837875366,0.5199999809265137
1.0,0.699999988079071,15,-1.0,-1.0,0.9990000128746033,0.5199999809265137
2.0,0.7459999918937683,23,-1.0,-1.0,0.3269999921321869,0.6399999856948853
3.0,0.8270000219345093,31,-1.0,-1.0,0.30799999833106995,0.6000000238418579
4.0,0.8349999785423279,39,-1.0,-1.0,0.24400000274181366,0.6399999856948853
5.0,0.7720000147819519,47,-1.0,-1.0,0.13899999856948853,0.6800000071525574
6.0,0.878000020980835,55,-1.0,-1.0,0.11299999803304672,0.6399999856948853
7.0,1.3049999475479126,63,-1.0,-1.0,0.05299999937415123,0.6800000071525574
8.0,1.4700000286102295,71,-1.0,-1.0,0.02800000086426735,0.6800000071525574
9.0,1.4049999713897705,79,-1.0,-1.0,0.03200000151991844,0.6399999856948853
10.0,1.6820000410079956,87,-1.0,-1.0,0.029999999329447746,0.7200000286102295
11.0,1.6859999895095825,95,-1.0,-1.0,0.020999999716877937,0.7200000286102295
12.0,1.63100004196167,103,-1.0,-1.0,0.014000000432133675,0.7200000286102295
13.0,1.3569999933242798,111,-1.0,-1.0,0.023000000044703484,0.7200000286102295
14.0,1.3359999656677246,119,-1.0,-1.0,0.026000000536441803,0.7200000286102295
15.0,1.4559999704360962,127,-1.0,-1.0,0.003000000026077032,0.7200000286102295
16.0,1.559000015258789,135,-1.0,-1.0,0.01600000075995922,0.6800000071525574
17.0,1.6549999713897705,143,-1.0,-1.0,0.00800000037997961,0.6800000071525574
18.0,1.6399999856948853,151,-1.0,-1.0,0.003000000026077032,0.6800000071525574
19.0,1.590000033378601,159,-1.0,-1.0,0.004999999888241291,0.7200000286102295
20.0,1.6820000410079956,167,-1.0,-1.0,0.003000000026077032,0.7200000286102295
21.0,2.684999942779541,175,-1.0,-1.0,0.019999999552965164,0.6399999856948853
22.0,2.9579999446868896,183,-1.0,-1.0,0.0020000000949949026,0.6000000238418579
23.0,2.569000005722046,191,-1.0,-1.0,0.004000000189989805,0.6399999856948853
24.0,2.36299991607666,199,-1.0,-1.0,0.02500000037252903,0.5600000023841858
25.0,2.177999973297119,207,-1.0,-1.0,0.07599999755620956,0.6800000071525574
26.0,3.049999952316284,215,-1.0,-1.0,0.04399999976158142,0.5600000023841858
27.0,2.184000015258789,223,-1.0,-1.0,0.013000000268220901,0.6800000071525574
28.0,2.184000015258789,231,-1.0,-1.0,0.050999999046325684,0.6000000238418579
29.0,2.763000011444092,239,-1.0,-1.0,0.10300000011920929,0.5600000023841858
30.0,2.2019999027252197,247,-1.0,0.9869999885559082,0.03700000047683716,0.5600000023841858
