epoch,eval_acc,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,-1.0,0.6729999780654907,57,-1.0,-1.0,0.5009999871253967,0.5400000214576721
1.0,-1.0,0.7099999785423279,115,-1.0,-1.0,0.44999998807907104,0.5400000214576721
2.0,-1.0,0.6639999747276306,173,-1.0,-1.0,0.42800000309944153,0.550000011920929
3.0,-1.0,0.6690000295639038,231,-1.0,-1.0,0.421999990940094,0.5649999976158142
4.0,-1.0,0.699999988079071,289,-1.0,-1.0,0.414000004529953,0.5849999785423279
5.0,-1.0,0.675000011920929,347,-1.0,-1.0,0.3889999985694885,0.5799999833106995
6.0,-1.0,0.6759999990463257,405,-1.0,-1.0,0.3919999897480011,0.5350000262260437
7.0,-1.0,0.6850000023841858,463,-1.0,-1.0,0.36800000071525574,0.5299999713897705
8.0,-1.0,0.6909999847412109,521,-1.0,-1.0,0.38199999928474426,0.5799999833106995
9.0,-1.0,0.6779999732971191,579,-1.0,-1.0,0.3499999940395355,0.5550000071525574
10.0,-1.0,0.7099999785423279,637,-1.0,-1.0,0.3409999907016754,0.5699999928474426
11.0,-1.0,0.6990000009536743,695,-1.0,-1.0,0.3409999907016754,0.5649999976158142
12.0,-1.0,0.6539999842643738,753,-1.0,-1.0,0.328000009059906,0.5699999928474426
13.0,-1.0,0.652999997138977,811,-1.0,-1.0,0.3190000057220459,0.5950000286102295
14.0,-1.0,0.6919999718666077,869,-1.0,-1.0,0.3179999887943268,0.625
15.0,-1.0,0.8619999885559082,927,-1.0,-1.0,0.30300000309944153,0.5799999833106995
16.0,-1.0,0.7089999914169312,985,-1.0,-1.0,0.2939999997615814,0.5799999833106995
17.0,-1.0,0.6740000247955322,1043,-1.0,-1.0,0.2840000092983246,0.6449999809265137
18.0,-1.0,0.7080000042915344,1101,-1.0,-1.0,0.2840000092983246,0.6200000047683716
19.0,-1.0,0.7419999837875366,1159,-1.0,-1.0,0.2639999985694885,0.6299999952316284
20.0,-1.0,0.703000009059906,1217,-1.0,-1.0,0.24899999797344208,0.6050000190734863
21.0,-1.0,0.7229999899864197,1275,-1.0,-1.0,0.2639999985694885,0.6150000095367432
22.0,-1.0,0.8399999737739563,1333,-1.0,-1.0,0.2549999952316284,0.6050000190734863
23.0,-1.0,0.7689999938011169,1391,-1.0,-1.0,0.24699999392032623,0.6050000190734863
24.0,-1.0,0.7689999938011169,1449,-1.0,-1.0,0.2329999953508377,0.6200000047683716
25.0,-1.0,0.906000018119812,1507,-1.0,-1.0,0.21899999678134918,0.5950000286102295
26.0,-1.0,0.7480000257492065,1565,-1.0,-1.0,0.21199999749660492,0.6050000190734863
27.0,-1.0,0.7900000214576721,1623,-1.0,-1.0,0.21699999272823334,0.6299999952316284
28.0,-1.0,0.9010000228881836,1681,-1.0,-1.0,0.20399999618530273,0.5699999928474426
29.0,-1.0,0.8370000123977661,1739,-1.0,-1.0,0.21299999952316284,0.5950000286102295
30.0,-1.0,1.031000018119812,1797,-1.0,-1.0,0.18400000035762787,0.5450000166893005
31.0,-1.0,1.1950000524520874,1855,-1.0,-1.0,0.16699999570846558,0.5899999737739563
32.0,-1.0,1.0049999952316284,1913,-1.0,-1.0,0.1850000023841858,0.5799999833106995
33.0,-1.0,1.1339999437332153,1971,-1.0,-1.0,0.1679999977350235,0.5600000023841858
34.0,-1.0,0.8999999761581421,2029,-1.0,-1.0,0.17100000381469727,0.574999988079071
35.0,-1.0,0.8899999856948853,2087,-1.0,-1.0,0.16899999976158142,0.6100000143051147
36.0,-1.0,1.253999948501587,2145,-1.0,-1.0,0.14100000262260437,0.5849999785423279
37.0,-1.0,1.2289999723434448,2203,-1.0,-1.0,0.14499999582767487,0.6000000238418579
38.0,-1.0,1.5789999961853027,2261,-1.0,-1.0,0.1340000033378601,0.574999988079071
39.0,-1.0,1.1690000295639038,2319,-1.0,-1.0,0.1679999977350235,0.5799999833106995
40.0,-1.0,1.340999960899353,2377,-1.0,-1.0,0.11800000071525574,0.5899999737739563
41.0,-1.0,1.6929999589920044,2435,-1.0,-1.0,0.10899999737739563,0.6100000143051147
42.0,-1.0,1.5700000524520874,2493,-1.0,-1.0,0.11999999731779099,0.625
43.0,-1.0,1.1109999418258667,2551,-1.0,-1.0,0.1120000034570694,0.5849999785423279
44.0,-1.0,1.5110000371932983,2609,-1.0,-1.0,0.10599999874830246,0.5600000023841858
45.0,-1.0,1.878999948501587,2667,-1.0,-1.0,0.09600000083446503,0.550000011920929
46.0,-1.0,1.8339999914169312,2725,-1.0,-1.0,0.11800000071525574,0.6100000143051147
47.0,-1.0,1.5529999732971191,2783,-1.0,-1.0,0.09600000083446503,0.5550000071525574
48.0,-1.0,1.9550000429153442,2841,-1.0,-1.0,0.08799999952316284,0.5950000286102295
49.0,-1.0,1.7589999437332153,2899,-1.0,-1.0,0.08900000154972076,0.5600000023841858
50.0,-1.0,1.8519999980926514,2957,-1.0,-1.0,0.09099999815225601,0.5950000286102295
51.0,-1.0,1.4149999618530273,3015,-1.0,-1.0,0.08500000089406967,0.5799999833106995
52.0,-1.0,1.7940000295639038,3073,-1.0,-1.0,0.0689999982714653,0.5550000071525574
53.0,-1.0,2.003999948501587,3131,-1.0,-1.0,0.06199999898672104,0.5849999785423279
54.0,-1.0,1.6109999418258667,3189,-1.0,-1.0,0.08100000023841858,0.5950000286102295
55.0,-1.0,1.7419999837875366,3247,-1.0,-1.0,0.08799999952316284,0.5849999785423279
56.0,-1.0,1.746000051498413,3305,-1.0,-1.0,0.06800000369548798,0.5649999976158142
57.0,-1.0,1.3609999418258667,3363,-1.0,-1.0,0.08100000023841858,0.5699999928474426
58.0,-1.0,2.1389999389648438,3421,-1.0,-1.0,0.07000000029802322,0.5849999785423279
59.0,-1.0,2.994999885559082,3479,-1.0,-1.0,0.03400000184774399,0.5799999833106995
60.0,-1.0,1.3509999513626099,3537,-1.0,-1.0,0.07900000363588333,0.6200000047683716
