epoch,eval_acc,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,-1.0,0.671999990940094,3,-1.0,-1.0,0.7020000219345093,0.7099999785423279
1.0,-1.0,0.6639999747276306,7,-1.0,-1.0,0.5899999737739563,0.699999988079071
2.0,-1.0,0.6510000228881836,11,-1.0,-1.0,0.4620000123977661,0.6899999976158142
3.0,-1.0,0.8339999914169312,15,-1.0,-1.0,0.38499999046325684,0.6499999761581421
4.0,-1.0,0.9259999990463257,19,-1.0,-1.0,0.25600001215934753,0.6700000166893005
5.0,-1.0,0.8629999756813049,23,-1.0,-1.0,0.25600001215934753,0.6499999761581421
6.0,-1.0,0.8690000176429749,27,-1.0,-1.0,0.2329999953508377,0.6499999761581421
7.0,-1.0,1.2120000123977661,31,-1.0,-1.0,0.08299999684095383,0.6800000071525574
8.0,-1.0,1.4620000123977661,35,-1.0,-1.0,0.07000000029802322,0.6600000262260437
9.0,-1.0,1.4329999685287476,39,-1.0,-1.0,0.03500000014901161,0.6399999856948853
10.0,-1.0,1.4420000314712524,43,-1.0,-1.0,0.0560000017285347,0.5899999737739563
11.0,-1.0,1.5520000457763672,47,-1.0,-1.0,0.03400000184774399,0.6200000047683716
