epoch,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,0.6859999895095825,7,-1.0,-1.0,1.2970000505447388,0.6000000238418579
1.0,0.6269999742507935,15,-1.0,-1.0,0.5360000133514404,0.6399999856948853
2.0,0.6169999837875366,23,-1.0,-1.0,0.46399998664855957,0.7200000286102295
3.0,0.6909999847412109,31,-1.0,-1.0,0.5199999809265137,0.6399999856948853
4.0,0.7089999914169312,39,-1.0,-1.0,0.27900001406669617,0.6800000071525574
5.0,0.7459999918937683,47,-1.0,-1.0,0.21899999678134918,0.6399999856948853
6.0,0.8870000243186951,55,-1.0,-1.0,0.14800000190734863,0.6800000071525574
7.0,0.9599999785423279,63,-1.0,-1.0,0.10400000214576721,0.6800000071525574
8.0,1.1150000095367432,71,-1.0,-1.0,0.061000000685453415,0.6800000071525574
9.0,1.2610000371932983,79,-1.0,-1.0,0.020999999716877937,0.6800000071525574
10.0,1.1729999780654907,87,-1.0,-1.0,0.026000000536441803,0.7599999904632568
11.0,1.3660000562667847,95,-1.0,-1.0,0.03700000047683716,0.7200000286102295
12.0,1.6770000457763672,103,-1.0,-1.0,0.04699999839067459,0.7200000286102295
13.0,1.5720000267028809,111,-1.0,-1.0,0.009999999776482582,0.6800000071525574
14.0,1.5010000467300415,119,-1.0,-1.0,0.04399999976158142,0.7200000286102295
15.0,1.5729999542236328,127,-1.0,-1.0,0.020999999716877937,0.6800000071525574
16.0,1.7799999713897705,135,-1.0,-1.0,0.00800000037997961,0.7200000286102295
17.0,1.6230000257492065,143,-1.0,-1.0,0.04100000113248825,0.7599999904632568
18.0,1.7059999704360962,151,-1.0,-1.0,0.019999999552965164,0.6800000071525574
19.0,1.6749999523162842,159,-1.0,-1.0,0.020999999716877937,0.7200000286102295
20.0,1.7029999494552612,167,-1.0,-1.0,0.014000000432133675,0.7200000286102295
21.0,1.7660000324249268,175,-1.0,-1.0,0.010999999940395355,0.6800000071525574
22.0,1.8389999866485596,183,-1.0,-1.0,0.01899999938905239,0.7200000286102295
23.0,2.006999969482422,191,-1.0,-1.0,0.004000000189989805,0.7200000286102295
24.0,2.009999990463257,199,-1.0,-1.0,0.009999999776482582,0.7200000286102295
25.0,2.171999931335449,207,-1.0,-1.0,0.024000000208616257,0.7200000286102295
26.0,2.2119998931884766,215,-1.0,-1.0,0.06700000166893005,0.6000000238418579
27.0,2.9159998893737793,223,-1.0,-1.0,0.03500000014901161,0.6000000238418579
28.0,1.8489999771118164,231,-1.0,-1.0,0.1469999998807907,0.6399999856948853
29.0,2.061000108718872,239,-1.0,-1.0,0.30799999833106995,0.6399999856948853
30.0,2.0350000858306885,247,-1.0,0.9070000052452087,0.4180000126361847,0.6000000238418579
