epoch,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,1.065000057220459,7,-1.0,-1.0,2.7109999656677246,0.5600000023841858
1.0,0.6859999895095825,15,-1.0,-1.0,0.6039999723434448,0.5600000023841858
2.0,0.7149999737739563,23,-1.0,-1.0,0.5,0.5199999809265137
3.0,0.699999988079071,31,-1.0,-1.0,0.36899998784065247,0.47999998927116394
4.0,0.746999979019165,39,-1.0,-1.0,0.33500000834465027,0.5199999809265137
5.0,0.8140000104904175,47,-1.0,-1.0,0.2849999964237213,0.5600000023841858
6.0,0.9070000052452087,55,-1.0,-1.0,0.15299999713897705,0.5600000023841858
7.0,1.128999948501587,63,-1.0,-1.0,0.12700000405311584,0.47999998927116394
8.0,1.0870000123977661,71,-1.0,-1.0,0.08299999684095383,0.5600000023841858
9.0,1.1230000257492065,79,-1.0,-1.0,0.04699999839067459,0.5600000023841858
10.0,1.2059999704360962,87,-1.0,-1.0,0.06800000369548798,0.47999998927116394
11.0,1.2269999980926514,95,-1.0,-1.0,0.027000000700354576,0.47999998927116394
12.0,1.3070000410079956,103,-1.0,-1.0,0.03200000151991844,0.5600000023841858
13.0,1.3980000019073486,111,-1.0,-1.0,0.017999999225139618,0.5600000023841858
14.0,1.4299999475479126,119,-1.0,-1.0,0.026000000536441803,0.5199999809265137
15.0,1.503999948501587,127,-1.0,-1.0,0.026000000536441803,0.5600000023841858
16.0,1.5729999542236328,135,-1.0,-1.0,0.027000000700354576,0.5600000023841858
17.0,1.6339999437332153,143,-1.0,-1.0,0.014000000432133675,0.5600000023841858
18.0,1.7130000591278076,151,-1.0,-1.0,0.010999999940395355,0.5600000023841858
19.0,1.6649999618530273,159,-1.0,-1.0,0.014000000432133675,0.5600000023841858
20.0,1.6820000410079956,167,-1.0,-1.0,0.004000000189989805,0.5600000023841858
21.0,1.8020000457763672,175,-1.0,-1.0,0.008999999612569809,0.6000000238418579
22.0,1.6239999532699585,183,-1.0,-1.0,0.026000000536441803,0.6399999856948853
23.0,1.6339999437332153,191,-1.0,-1.0,0.014000000432133675,0.5600000023841858
24.0,1.7059999704360962,199,-1.0,-1.0,0.012000000104308128,0.6000000238418579
25.0,1.7580000162124634,207,-1.0,-1.0,0.006000000052154064,0.6000000238418579
26.0,1.8020000457763672,215,-1.0,-1.0,0.004999999888241291,0.5600000023841858
27.0,1.8459999561309814,223,-1.0,-1.0,0.017999999225139618,0.5600000023841858
28.0,1.8020000457763672,231,-1.0,-1.0,0.023000000044703484,0.6800000071525574
29.0,1.7630000114440918,239,-1.0,-1.0,0.039000000804662704,0.6800000071525574
30.0,1.6820000410079956,247,-1.0,1.0,0.009999999776482582,0.6399999856948853
