epoch,eval_acc,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,-1.0,0.6899999976158142,3,-1.0,-1.0,0.722000002861023,0.5600000023841858
1.0,-1.0,0.6589999794960022,7,-1.0,-1.0,0.6639999747276306,0.6200000047683716
2.0,-1.0,0.7149999737739563,11,-1.0,-1.0,0.3959999978542328,0.6399999856948853
3.0,-1.0,0.7850000262260437,15,-1.0,-1.0,0.30399999022483826,0.6399999856948853
4.0,-1.0,0.8820000290870667,19,-1.0,-1.0,0.17299999296665192,0.6600000262260437
5.0,-1.0,1.0859999656677246,23,-1.0,-1.0,0.0560000017285347,0.699999988079071
6.0,-1.0,1.3170000314712524,27,-1.0,-1.0,0.05999999865889549,0.699999988079071
7.0,-1.0,1.5870000123977661,31,-1.0,-1.0,0.028999999165534973,0.6600000262260437
8.0,-1.0,1.8009999990463257,35,-1.0,-1.0,0.014000000432133675,0.6499999761581421
9.0,-1.0,1.8489999771118164,39,-1.0,-1.0,0.00800000037997961,0.6800000071525574
10.0,-1.0,1.843000054359436,43,-1.0,-1.0,0.009999999776482582,0.6700000166893005
11.0,-1.0,1.8229999542236328,47,-1.0,-1.0,0.003000000026077032,0.699999988079071
