epoch,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,0.8240000009536743,7,-1.0,-1.0,4.252999782562256,0.5600000023841858
1.0,0.6899999976158142,15,-1.0,-1.0,0.574999988079071,0.6000000238418579
2.0,0.7149999737739563,23,-1.0,-1.0,0.45899999141693115,0.5199999809265137
3.0,0.6869999766349792,31,-1.0,-1.0,0.43799999356269836,0.6800000071525574
4.0,0.6840000152587891,39,-1.0,-1.0,0.36000001430511475,0.6000000238418579
5.0,0.7580000162124634,47,-1.0,-1.0,0.335999995470047,0.6000000238418579
6.0,0.7129999995231628,55,-1.0,-1.0,0.1940000057220459,0.6800000071525574
7.0,0.7360000014305115,63,-1.0,-1.0,0.15199999511241913,0.7200000286102295
8.0,0.8690000176429749,71,-1.0,-1.0,0.14100000262260437,0.6800000071525574
9.0,0.7910000085830688,79,-1.0,-1.0,0.12700000405311584,0.6800000071525574
10.0,0.8140000104904175,87,-1.0,-1.0,0.06599999964237213,0.6800000071525574
11.0,0.777999997138977,95,-1.0,-1.0,0.06400000303983688,0.7200000286102295
12.0,0.828000009059906,103,-1.0,-1.0,0.057999998331069946,0.7599999904632568
13.0,0.890999972820282,111,-1.0,-1.0,0.03500000014901161,0.7599999904632568
14.0,0.9639999866485596,119,-1.0,-1.0,0.03700000047683716,0.7599999904632568
15.0,1.1339999437332153,127,-1.0,-1.0,0.027000000700354576,0.6800000071525574
16.0,1.2400000095367432,135,-1.0,-1.0,0.028999999165534973,0.6800000071525574
17.0,1.2790000438690186,143,-1.0,-1.0,0.01600000075995922,0.6800000071525574
18.0,1.2970000505447388,151,-1.0,-1.0,0.012000000104308128,0.6800000071525574
19.0,1.3029999732971191,159,-1.0,-1.0,0.00800000037997961,0.6800000071525574
20.0,1.343000054359436,167,-1.0,-1.0,0.017999999225139618,0.6800000071525574
21.0,1.3459999561309814,175,-1.0,-1.0,0.02199999988079071,0.6800000071525574
22.0,1.3459999561309814,183,-1.0,-1.0,0.006000000052154064,0.7200000286102295
23.0,1.350000023841858,191,-1.0,-1.0,0.009999999776482582,0.7200000286102295
24.0,1.4179999828338623,199,-1.0,-1.0,0.008999999612569809,0.7200000286102295
25.0,1.4830000400543213,207,-1.0,-1.0,0.006000000052154064,0.7200000286102295
26.0,1.6019999980926514,215,-1.0,-1.0,0.023000000044703484,0.7200000286102295
27.0,1.815000057220459,223,-1.0,-1.0,0.01899999938905239,0.6399999856948853
28.0,1.7139999866485596,231,-1.0,-1.0,0.01600000075995922,0.6800000071525574
29.0,2.01200008392334,239,-1.0,-1.0,0.03099999949336052,0.6399999856948853
30.0,2.2239999771118164,247,-1.0,1.0,0.004999999888241291,0.6399999856948853
