epoch,eval_loss,step,train_loss
0.0,1.1990000009536743,6,4.3480000495910645
1.0,0.6869999766349792,13,3.072999954223633
2.0,0.8309999704360962,20,0.8899999856948853
3.0,0.7549999952316284,27,0.996999979019165
4.0,0.7360000014305115,34,0.8840000033378601
5.0,0.6980000138282776,41,0.8740000128746033
6.0,0.6710000038146973,48,0.859000027179718
7.0,0.6779999732971191,55,0.746999979019165
8.0,0.6690000295639038,62,0.753000020980835
9.0,0.6370000243186951,69,0.7319999933242798
10.0,0.625,76,0.7179999947547913
11.0,0.6010000109672546,83,0.6919999718666077
12.0,0.5659999847412109,90,0.6919999718666077
13.0,0.5410000085830688,97,0.6639999747276306
14.0,0.5220000147819519,104,0.6209999918937683
15.0,0.5299999713897705,111,0.6140000224113464
16.0,0.47600001096725464,118,0.6880000233650208
17.0,0.43799999356269836,125,0.5350000262260437
18.0,0.3889999985694885,132,0.5600000023841858
19.0,0.4189999997615814,139,0.48100000619888306
20.0,0.3140000104904175,146,0.531000018119812
21.0,0.29600000381469727,153,0.45500001311302185
22.0,0.2460000067949295,160,0.4429999887943268
23.0,0.20100000500679016,167,0.3799999952316284
24.0,0.18700000643730164,174,0.3149999976158142
25.0,0.13099999725818634,181,0.34299999475479126
26.0,0.10899999737739563,188,0.2549999952316284
27.0,0.07900000363588333,195,0.25200000405311584
28.0,0.05000000074505806,202,0.16599999368190765
29.0,0.061000000685453415,209,0.1770000010728836
30.0,0.050999999046325684,216,0.17100000381469727
31.0,0.07999999821186066,223,0.13099999725818634
32.0,0.020999999716877937,230,0.13699999451637268
33.0,0.027000000700354576,237,0.12099999934434891
34.0,0.026000000536441803,244,0.20000000298023224
35.0,0.01899999938905239,251,0.08500000089406967
36.0,0.012000000104308128,258,0.07000000029802322
37.0,0.009999999776482582,265,0.11800000071525574
38.0,0.007000000216066837,272,0.0860000029206276
39.0,0.014999999664723873,279,0.05900000035762787
40.0,0.009999999776482582,286,0.05999999865889549
41.0,0.006000000052154064,293,0.04899999871850014
42.0,0.0010000000474974513,300,0.014999999664723873
43.0,0.0010000000474974513,307,0.023000000044703484
44.0,0.006000000052154064,314,0.02500000037252903
45.0,0.0010000000474974513,321,0.04100000113248825
46.0,0.0010000000474974513,328,0.035999998450279236
47.0,0.007000000216066837,335,0.07999999821186066
48.0,0.008999999612569809,342,0.04899999871850014
49.0,0.03799999877810478,349,0.11800000071525574
