epoch,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,0.5350000262260437,944,-1.0,-1.0,0.6269999742507935,0.6890000104904175
1.0,0.6690000295639038,1889,-1.0,-1.0,0.5820000171661377,0.46000000834465027
2.0,0.6259999871253967,2834,-1.0,-1.0,0.578000009059906,0.6359999775886536
3.0,0.5360000133514404,3779,-1.0,-1.0,0.5799999833106995,0.5759999752044678
4.0,0.6769999861717224,4724,-1.0,-1.0,0.5730000138282776,0.41100001335144043
5.0,0.7070000171661377,5669,-1.0,-1.0,0.5699999928474426,0.3709999918937683
6.0,0.5360000133514404,6614,-1.0,-1.0,0.5680000185966492,0.7519999742507935
7.0,0.7170000076293945,7559,-1.0,-1.0,0.5649999976158142,0.42399999499320984
8.0,0.6320000290870667,8504,-1.0,-1.0,0.5640000104904175,0.4009999930858612
9.0,0.5550000071525574,9449,-1.0,-1.0,0.5540000200271606,0.503000020980835
10.0,0.6140000224113464,10394,-1.0,-1.0,0.5569999814033508,0.5329999923706055
11.0,0.5680000185966492,11339,-1.0,-1.0,0.5529999732971191,0.7720000147819519
12.0,0.628000020980835,12284,-1.0,-1.0,0.5519999861717224,0.47999998927116394
13.0,0.5989999771118164,13229,-1.0,-1.0,0.5540000200271606,0.5830000042915344
14.0,0.5820000171661377,14174,-1.0,-1.0,0.5450000166893005,0.5400000214576721
15.0,0.8140000104904175,15119,-1.0,-1.0,0.5460000038146973,0.4869999885559082
16.0,0.5730000138282776,16064,-1.0,-1.0,0.5509999990463257,0.5759999752044678
17.0,0.5600000023841858,17009,-1.0,-1.0,0.5490000247955322,0.47999998927116394
18.0,0.7129999995231628,17954,-1.0,-1.0,0.5429999828338623,0.3869999945163727
19.0,0.578000009059906,18899,-1.0,-1.0,0.546999990940094,0.5989999771118164
20.0,0.6830000281333923,19844,-1.0,-1.0,0.5410000085830688,0.4869999885559082
21.0,0.5870000123977661,20789,-1.0,-1.0,0.5370000004768372,0.46700000762939453
22.0,0.578000009059906,21734,-1.0,-1.0,0.5360000133514404,0.5429999828338623
23.0,0.6259999871253967,22679,-1.0,-1.0,0.5339999794960022,0.503000020980835
24.0,0.7350000143051147,23624,-1.0,-1.0,0.527999997138977,0.46000000834465027
25.0,0.6710000038146973,24569,-1.0,-1.0,0.5320000052452087,0.40400001406669617
26.0,0.5559999942779541,25514,-1.0,-1.0,0.527999997138977,0.6259999871253967
27.0,0.9919999837875366,26459,-1.0,-1.0,0.5270000100135803,0.33399999141693115
28.0,0.531000018119812,27404,-1.0,-1.0,0.5239999890327454,0.8109999895095825
29.0,0.5830000042915344,28349,-1.0,-1.0,0.527999997138977,0.5889999866485596
30.0,0.6449999809265137,29294,-1.0,-1.0,0.527999997138977,0.49300000071525574
31.0,1.0080000162124634,30239,-1.0,-1.0,0.515999972820282,0.5360000133514404
32.0,0.703000009059906,31184,-1.0,-1.0,0.5180000066757202,0.5199999809265137
33.0,0.6520000100135803,32129,-1.0,-1.0,0.5099999904632568,0.5299999713897705
34.0,0.5899999737739563,33074,-1.0,-1.0,0.5109999775886536,0.5130000114440918
35.0,0.5699999928474426,34019,-1.0,-1.0,0.5090000033378601,0.5630000233650208
36.0,0.5879999995231628,34964,-1.0,-1.0,0.5149999856948853,0.49000000953674316
37.0,0.8209999799728394,35909,-1.0,-1.0,0.5070000290870667,0.5889999866485596
38.0,0.4659999907016754,36854,-1.0,-1.0,0.5070000290870667,0.6890000104904175
39.0,0.5929999947547913,37799,-1.0,-1.0,0.49799999594688416,0.7480000257492065
40.0,0.5239999890327454,38744,-1.0,-1.0,0.5149999856948853,0.7850000262260437
41.0,0.8880000114440918,39689,-1.0,-1.0,0.4959999918937683,0.5360000133514404
42.0,0.7940000295639038,40634,-1.0,-1.0,0.4950000047683716,0.4970000088214874
43.0,1.0820000171661377,41579,-1.0,-1.0,0.4909999966621399,0.5559999942779541
44.0,0.5139999985694885,42524,-1.0,-1.0,0.5,0.6320000290870667
45.0,0.5910000205039978,43469,-1.0,-1.0,0.49000000953674316,0.5730000138282776
46.0,0.5149999856948853,44414,-1.0,-1.0,0.4909999966621399,0.7680000066757202
47.0,0.7269999980926514,45359,-1.0,-1.0,0.47600001096725464,0.5630000233650208
48.0,0.722000002861023,46304,-1.0,-1.0,0.47600001096725464,0.5989999771118164
49.0,0.5410000085830688,47249,-1.0,-1.0,0.4950000047683716,0.5360000133514404
50.0,0.6079999804496765,48194,-1.0,-1.0,0.4830000102519989,0.6359999775886536
51.0,0.7620000243186951,49139,-1.0,-1.0,0.4699999988079071,0.6489999890327454
52.0,0.7179999947547913,50084,-1.0,-1.0,0.4729999899864197,0.7519999742507935
53.0,0.7699999809265137,51029,-1.0,-1.0,0.48100000619888306,0.5960000157356262
54.0,0.5509999990463257,51974,-1.0,-1.0,0.46399998664855957,0.6660000085830688
55.0,1.065999984741211,52919,-1.0,-1.0,0.47699999809265137,0.5929999947547913
56.0,0.718999981880188,53864,-1.0,-1.0,0.45899999141693115,0.671999990940094
