epoch,eval_acc,eval_loss,step,test_acc,train_acc,train_loss,valid_acc
0.0,-1.0,1.3869999647140503,3,-1.0,-1.0,0.8709999918937683,0.5199999809265137
1.0,-1.0,1.2580000162124634,7,-1.0,-1.0,0.8330000042915344,0.49000000953674316
2.0,-1.0,0.8180000185966492,11,-1.0,-1.0,0.7419999837875366,0.5
3.0,-1.0,0.7200000286102295,15,-1.0,-1.0,0.7850000262260437,0.5299999713897705
4.0,-1.0,1.2640000581741333,19,-1.0,-1.0,0.7680000066757202,0.5
5.0,-1.0,0.7239999771118164,23,-1.0,-1.0,0.7649999856948853,0.5299999713897705
6.0,-1.0,0.7160000205039978,27,-1.0,-1.0,0.7229999899864197,0.5899999737739563
7.0,-1.0,0.7319999933242798,31,-1.0,-1.0,0.6819999814033508,0.5600000023841858
8.0,-1.0,0.7720000147819519,35,-1.0,-1.0,0.7129999995231628,0.44999998807907104
9.0,-1.0,0.8109999895095825,39,-1.0,-1.0,0.6489999890327454,0.4699999988079071
10.0,-1.0,0.9229999780654907,43,-1.0,-1.0,0.6539999842643738,0.47999998927116394
11.0,-1.0,0.8690000176429749,47,-1.0,-1.0,0.6100000143051147,0.5299999713897705
12.0,-1.0,0.8519999980926514,51,-1.0,-1.0,0.5099999904632568,0.5
13.0,-1.0,0.9039999842643738,55,-1.0,-1.0,0.4819999933242798,0.49000000953674316
14.0,-1.0,0.9599999785423279,59,-1.0,-1.0,0.621999979019165,0.5099999904632568
15.0,-1.0,1.0980000495910645,63,-1.0,-1.0,0.42500001192092896,0.5299999713897705
16.0,-1.0,1.1469999551773071,67,-1.0,-1.0,0.47200000286102295,0.5400000214576721
17.0,-1.0,1.3660000562667847,71,-1.0,-1.0,0.3840000033378601,0.550000011920929
18.0,-1.0,1.5950000286102295,75,-1.0,-1.0,0.28299999237060547,0.47999998927116394
19.0,-1.0,1.8930000066757202,79,-1.0,-1.0,0.32600000500679016,0.550000011920929
20.0,-1.0,1.6749999523162842,83,-1.0,-1.0,0.2529999911785126,0.49000000953674316
21.0,-1.0,1.6119999885559082,87,-1.0,-1.0,0.3019999861717224,0.5
22.0,-1.0,1.5809999704360962,91,-1.0,-1.0,0.15800000727176666,0.5400000214576721
23.0,-1.0,1.409000039100647,95,-1.0,-1.0,0.14000000059604645,0.46000000834465027
24.0,-1.0,1.6360000371932983,99,-1.0,-1.0,0.23800000548362732,0.5099999904632568
25.0,-1.0,2.0810000896453857,103,-1.0,-1.0,0.23800000548362732,0.49000000953674316
26.0,-1.0,2.500999927520752,107,-1.0,-1.0,0.2939999997615814,0.47999998927116394
27.0,-1.0,1.975000023841858,111,-1.0,-1.0,0.3009999990463257,0.5099999904632568
28.0,-1.0,2.622999906539917,115,-1.0,-1.0,0.3490000069141388,0.5400000214576721
29.0,-1.0,1.7009999752044678,119,-1.0,-1.0,0.39899998903274536,0.5400000214576721
30.0,-1.0,1.5549999475479126,123,-1.0,-1.0,0.3269999921321869,0.550000011920929
31.0,-1.0,2.859999895095825,127,-1.0,-1.0,0.28200000524520874,0.5400000214576721
32.0,-1.0,4.50600004196167,131,-1.0,-1.0,0.14900000393390656,0.5299999713897705
33.0,-1.0,2.375,135,-1.0,-1.0,0.2549999952316284,0.550000011920929
34.0,-1.0,1.7139999866485596,139,-1.0,-1.0,0.18400000035762787,0.49000000953674316
35.0,-1.0,1.99399995803833,143,-1.0,-1.0,0.16099999845027924,0.5099999904632568
36.0,-1.0,2.61299991607666,147,-1.0,-1.0,0.17100000381469727,0.5099999904632568
37.0,-1.0,2.4010000228881836,151,-1.0,-1.0,0.22200000286102295,0.49000000953674316
38.0,-1.0,2.305000066757202,155,-1.0,-1.0,0.10000000149011612,0.5600000023841858
39.0,-1.0,2.9070000648498535,159,-1.0,-1.0,0.2460000067949295,0.5799999833106995
40.0,-1.0,4.438000202178955,163,-1.0,-1.0,0.19900000095367432,0.550000011920929
41.0,-1.0,3.878000020980835,167,-1.0,-1.0,0.17599999904632568,0.5400000214576721
42.0,-1.0,2.1740000247955322,171,-1.0,-1.0,0.24300000071525574,0.5600000023841858
43.0,-1.0,1.8680000305175781,175,-1.0,-1.0,0.20200000703334808,0.6100000143051147
44.0,-1.0,1.7790000438690186,179,-1.0,-1.0,0.19900000095367432,0.6000000238418579
45.0,-1.0,2.4539999961853027,183,-1.0,-1.0,0.07400000095367432,0.550000011920929
46.0,-1.0,2.828000068664551,187,-1.0,-1.0,0.10100000351667404,0.5600000023841858
47.0,-1.0,3.2750000953674316,191,-1.0,-1.0,0.06400000303983688,0.5799999833106995
48.0,-1.0,3.437000036239624,195,-1.0,-1.0,0.12700000405311584,0.5699999928474426
49.0,-1.0,3.3480000495910645,199,-1.0,-1.0,0.03400000184774399,0.5600000023841858
50.0,-1.0,3.328000068664551,203,-1.0,-1.0,0.03400000184774399,0.5600000023841858
51.0,-1.0,3.299999952316284,207,-1.0,-1.0,0.00800000037997961,0.5799999833106995
