epoch,eval_loss,step,train_loss
0.0,0.1679999977350235,309,0.7799999713897705
1.0,0.0560000017285347,619,0.6669999957084656
2.0,0.03099999949336052,929,0.6299999952316284
3.0,0.0020000000949949026,1239,0.6240000128746033
4.0,0.0010000000474974513,1549,0.5979999899864197
5.0,0.0,1859,0.5849999785423279
6.0,0.0,2169,0.574999988079071
7.0,0.0,2479,0.574999988079071
8.0,0.0,2789,0.5669999718666077
9.0,0.0,3099,0.5659999847412109
10.0,0.0,3409,0.5680000185966492
11.0,0.0,3719,0.550000011920929
12.0,0.0,4029,0.5460000038146973
13.0,0.0,4339,0.5379999876022339
14.0,0.0,4649,0.5320000052452087
15.0,0.0,4959,0.5289999842643738
16.0,0.0,5269,0.5239999890327454
17.0,0.0,5579,0.5220000147819519
18.0,0.0,5889,0.515999972820282
19.0,0.0,6199,0.5090000033378601
20.0,0.0,6509,0.5099999904632568
21.0,0.0,6819,0.4959999918937683
22.0,0.0,7129,0.49900001287460327
23.0,0.0,7439,0.49399998784065247
24.0,0.0,7749,0.4869999885559082
25.0,0.0,8059,0.4729999899864197
26.0,0.0,8369,0.4729999899864197
27.0,0.0,8679,0.46399998664855957
28.0,0.0,8989,0.46399998664855957
29.0,0.0020000000949949026,9299,0.45399999618530273
30.0,0.0,9609,0.4490000009536743
31.0,0.0,9919,0.44200000166893005
32.0,0.0,10229,0.43700000643730164
33.0,0.0,10539,0.42800000309944153
34.0,0.0,10849,0.42899999022483826
35.0,0.0,11159,0.414000004529953
36.0,0.0,11469,0.4180000126361847
37.0,0.0,11779,0.4099999964237213
38.0,0.0,12089,0.3919999897480011
39.0,0.0,12399,0.39500001072883606
40.0,0.0,12709,0.38100001215934753
41.0,0.0,13019,0.38600000739097595
42.0,0.0,13329,0.375
43.0,0.0,13639,0.36500000953674316
44.0,0.0,13949,0.3659999966621399
45.0,0.0,14259,0.3490000069141388
46.0,0.0,14569,0.33799999952316284
47.0,0.0,14879,0.34200000762939453
48.0,0.0,15189,0.3269999921321869
49.0,0.0,15499,0.32199999690055847
50.0,0.0,15809,0.30799999833106995
51.0,0.0,16119,0.3179999887943268
52.0,0.0,16429,0.3050000071525574
53.0,0.0,16739,0.296999990940094
54.0,0.0,17049,0.28999999165534973
55.0,0.0,17359,0.289000004529953
56.0,0.0,17669,0.2759999930858612
57.0,0.0,17979,0.26100000739097595
58.0,0.0,18289,0.2770000100135803
59.0,0.0,18599,0.2529999911785126
60.0,0.0,18909,0.25999999046325684
61.0,0.0,19219,0.25200000405311584
62.0,0.0,19529,0.23800000548362732
63.0,0.0,19839,0.25200000405311584
64.0,0.0,20149,0.23899999260902405
65.0,0.0,20459,0.25099998712539673
66.0,0.0,20769,0.22699999809265137
67.0,0.0,21079,0.2160000056028366
68.0,0.0,21389,0.22300000488758087
69.0,0.0,21699,0.20499999821186066
70.0,0.0,22009,0.2150000035762787
71.0,0.0,22319,0.2150000035762787
72.0,0.0,22629,0.19900000095367432
73.0,0.0,22939,0.19599999487400055
74.0,0.0,23249,0.1979999989271164
75.0,0.0,23559,0.20000000298023224
76.0,0.0,23869,0.19599999487400055
77.0,0.0,24179,0.18799999356269836
78.0,0.0,24489,0.1889999955892563
79.0,0.0,24799,0.1889999955892563
80.0,0.0,25109,0.18700000643730164
81.0,0.0,25419,0.1850000023841858
82.0,0.0,25729,0.16699999570846558
83.0,0.0,26039,0.17800000309944153
84.0,0.0,26349,0.17299999296665192
85.0,0.0,26659,0.17299999296665192
86.0,0.0,26969,0.16599999368190765
87.0,0.0,27279,0.16200000047683716
88.0,0.0,27589,0.1720000058412552
89.0,0.0,27899,0.17100000381469727
90.0,0.0,28209,0.16500000655651093
91.0,0.0,28519,0.16300000250339508
92.0,0.0,28829,0.16699999570846558
93.0,0.0,29139,0.15000000596046448
94.0,0.0,29449,0.14399999380111694
95.0,0.0,29759,0.14499999582767487
96.0,0.0,30069,0.15299999713897705
97.0,0.0,30379,0.1379999965429306
98.0,0.0,30689,0.14300000667572021
99.0,0.0,30999,0.14499999582767487
