eval_loss,step,train_loss
2.203000068664551,0.0,0.17100000381469727
2.118000030517578,1.0,0.14499999582767487
1.8569999933242798,2.0,0.14399999380111694
2.062999963760376,3.0,0.12600000202655792
1.968000054359436,4.0,0.15399999916553497
