epoch,eval_loss,step,train_loss
-1.0,1.3309999704360962,0.0,1.4049999713897705
-1.0,1.319000005722046,1.0,1.3890000581741333
-1.0,1.3079999685287476,2.0,1.3700000047683716
-1.0,1.312999963760376,3.0,1.3519999980926514
-1.0,1.3320000171661377,4.0,1.3350000381469727
-1.0,1.3079999685287476,5.0,1.3320000171661377
-1.0,1.3270000219345093,6.0,1.2970000505447388
-1.0,1.2829999923706055,7.0,1.2899999618530273
-1.0,1.3609999418258667,8.0,1.2879999876022339
-1.0,1.3140000104904175,9.0,1.2710000276565552
-1.0,1.3229999542236328,10.0,1.2610000371932983
-1.0,1.3049999475479126,11.0,1.2410000562667847
-1.0,1.3530000448226929,12.0,1.2200000286102295
-1.0,1.3140000104904175,13.0,1.2319999933242798
-1.0,1.3209999799728394,14.0,1.2170000076293945
-1.0,1.375,15.0,1.2079999446868896
-1.0,1.3370000123977661,16.0,1.1970000267028809
-1.0,1.2929999828338623,17.0,1.184000015258789
-1.0,1.3229999542236328,18.0,1.1929999589920044
-1.0,1.350000023841858,19.0,1.1690000295639038
-1.0,1.350000023841858,20.0,1.1660000085830688
-1.0,1.4079999923706055,21.0,1.1640000343322754
-1.0,1.3359999656677246,22.0,1.1640000343322754
-1.0,1.3910000324249268,23.0,1.1660000085830688
-1.0,1.3459999561309814,24.0,1.1399999856948853
-1.0,1.3739999532699585,25.0,1.1419999599456787
-1.0,1.4259999990463257,26.0,1.1230000257492065
-1.0,1.3300000429153442,27.0,1.1230000257492065
-1.0,1.3969999551773071,28.0,1.100000023841858
-1.0,1.3389999866485596,29.0,1.1019999980926514
-1.0,1.312999963760376,30.0,1.1089999675750732
-1.0,1.312999963760376,31.0,1.093999981880188
-1.0,1.2630000114440918,32.0,1.0829999446868896
-1.0,1.2369999885559082,33.0,1.0729999542236328
-1.0,1.2259999513626099,34.0,1.0740000009536743
-1.0,1.2430000305175781,35.0,1.0670000314712524
-1.0,1.2619999647140503,36.0,1.062999963760376
-1.0,1.2569999694824219,37.0,1.0609999895095825
-1.0,1.187000036239624,38.0,1.059000015258789
-1.0,1.25600004196167,39.0,1.0609999895095825
-1.0,1.1990000009536743,40.0,1.0169999599456787
-1.0,1.2710000276565552,41.0,1.0360000133514404
-1.0,1.1970000267028809,42.0,1.0299999713897705
-1.0,1.2389999628067017,43.0,1.031000018119812
-1.0,1.1549999713897705,44.0,1.031999945640564
-1.0,1.1619999408721924,45.0,1.0199999809265137
-1.0,1.1679999828338623,46.0,1.0110000371932983
-1.0,1.1770000457763672,47.0,1.0
-1.0,1.1399999856948853,48.0,0.9990000128746033
-1.0,1.1169999837875366,49.0,0.9890000224113464
-1.0,1.1440000534057617,50.0,0.9890000224113464
-1.0,1.1749999523162842,51.0,0.9750000238418579
-1.0,1.1419999599456787,52.0,0.9520000219345093
-1.0,1.1759999990463257,53.0,0.9890000224113464
-1.0,1.1130000352859497,54.0,0.9850000143051147
-1.0,1.1180000305175781,55.0,0.968999981880188
-1.0,1.093000054359436,56.0,0.9520000219345093
-1.0,1.156000018119812,57.0,0.9649999737739563
-1.0,1.159000039100647,58.0,0.9480000138282776
-1.0,1.149999976158142,59.0,0.9700000286102295
-1.0,1.11899995803833,60.0,0.9520000219345093
-1.0,1.1449999809265137,61.0,0.9390000104904175
-1.0,1.1239999532699585,62.0,0.9160000085830688
-1.0,1.1369999647140503,63.0,0.9179999828338623
-1.0,1.1519999504089355,64.0,0.9369999766349792
-1.0,1.1649999618530273,65.0,0.9160000085830688
-1.0,1.1160000562667847,66.0,0.9120000004768372
-1.0,1.1390000581741333,67.0,0.9129999876022339
-1.0,1.0700000524520874,68.0,0.8889999985694885
-1.0,1.1440000534057617,69.0,0.8809999823570251
-1.0,1.0850000381469727,70.0,0.902999997138977
-1.0,1.2510000467300415,71.0,0.8870000243186951
-1.0,1.1299999952316284,72.0,0.8690000176429749
-1.0,1.1059999465942383,73.0,0.8830000162124634
-1.0,1.190999984741211,74.0,0.8799999952316284
-1.0,1.1039999723434448,75.0,0.8709999918937683
-1.0,1.1410000324249268,76.0,0.8709999918937683
-1.0,1.13100004196167,77.0,0.8820000290870667
-1.0,1.1790000200271606,78.0,0.8479999899864197
-1.0,1.1619999408721924,79.0,0.8190000057220459
-1.0,1.1399999856948853,80.0,0.8140000104904175
-1.0,1.1269999742507935,81.0,0.8320000171661377
-1.0,1.090999960899353,82.0,0.8259999752044678
-1.0,1.1480000019073486,83.0,0.800000011920929
-1.0,1.1059999465942383,84.0,0.8230000138282776
-1.0,1.1779999732971191,85.0,0.8119999766349792
-1.0,1.1859999895095825,86.0,0.8140000104904175
